species,pop1,pop2,n_sub,n_reps,fst,fst_sd
Alistipes_onderdonkii,Germany,UK,21,100,0.04808711579397566,0.012843422666769938
Alistipes_onderdonkii,Germany,US,21,100,0.028321559383138805,0.023103687027010773
Alistipes_onderdonkii,Israel,SW,21,100,-0.0016977480524788086,0.011705146164665994
Alistipes_onderdonkii,Israel,UK,21,100,0.10270564319199327,0.04682344485228655
Alistipes_onderdonkii,Israel,US,21,100,0.05414272261119126,0.04408815512641371
Alistipes_onderdonkii,SW,UK,21,100,0.05037653753153035,0.02101862319327164
Alistipes_onderdonkii,SW,US,21,100,0.029226360351118964,0.02599383525910918
Alistipes_onderdonkii,UK,US,21,100,0.011404087385073224,0.02086145062503212
Alistipes_shahii,AG,China,21,100,0.031479253361229254,0.012373044701649464
Alistipes_shahii,AG,GH,21,100,0.014615058353735413,0.0063940436793815045
Alistipes_shahii,AG,Israel,21,100,0.02471585208205721,0.01083750222830852
Alistipes_shahii,AG,KY,21,100,0.0025844401599695306,0.005059929881526952
Alistipes_shahii,AG,UK,21,100,0.04182572852076249,0.008023522391394042
Alistipes_shahii,AG,US,21,100,0.032953813780839156,0.013701003227152377
Alistipes_shahii,China,GH,21,100,0.03241907597927124,0.011679166145573074
Alistipes_shahii,China,Israel,21,100,0.0073392108266623,0.007172439804345418
Alistipes_shahii,China,KY,21,100,0.019824860639552716,0.009927282791989666
Alistipes_shahii,China,UK,21,100,0.01584824551634544,0.007805351264212524
Alistipes_shahii,China,US,21,100,0.009957567922518696,0.006993947297407982
Alistipes_shahii,GH,Israel,21,100,0.02804198160204586,0.01029566349631421
Alistipes_shahii,GH,KY,21,100,0.0024919734339026362,5.982049624333228e-08
Alistipes_shahii,GH,UK,21,100,0.03797646075918716,0.006298148410128382
Alistipes_shahii,GH,US,21,100,0.03519369928494243,0.012367108331871962
Alistipes_shahii,Israel,KY,21,100,0.011044235403081136,0.009098885327363608
Alistipes_shahii,Israel,UK,21,100,0.01339399274785102,0.007192960677608632
Alistipes_shahii,Israel,US,21,100,-1.117288442152772e-05,0.006890808537926876
Alistipes_shahii,KY,UK,21,100,0.027320423160751034,0.005542906046971809
Alistipes_shahii,KY,US,21,100,0.020645910531186352,0.011000799917191984
Alistipes_shahii,UK,US,21,100,0.008350560187500394,0.00769849713844052
Bacteroides_uniformis,AG,China,22,100,0.019038062713954675,0.013609999572223228
Bacteroides_uniformis,AG,Denmark,22,100,0.02295180263865804,0.011937996096073803
Bacteroides_uniformis,AG,Germany,22,100,0.0039014192327672848,0.007417935812434432
Bacteroides_uniformis,AG,Israel,22,100,0.0056094296759573005,0.007602838594830578
Bacteroides_uniformis,AG,Netherlands,22,100,0.01377815759006739,0.005115548420677628
Bacteroides_uniformis,AG,SW,22,100,0.006627063178962677,0.01061436889982222
Bacteroides_uniformis,AG,Sweden,22,100,0.008811549484928271,0.008339743704873698
Bacteroides_uniformis,AG,UK,22,100,0.020925282826905547,0.014811528068814313
Bacteroides_uniformis,AG,US,22,100,0.012473869280235715,0.01097825876064834
Bacteroides_uniformis,China,Denmark,22,100,0.027443831450604604,0.016008585456056663
Bacteroides_uniformis,China,Germany,22,100,0.016906372897772567,0.011505839124440087
Bacteroides_uniformis,China,Israel,22,100,0.011423209694998392,0.015159507671720475
Bacteroides_uniformis,China,Netherlands,22,100,0.012621296059599933,0.009246074258912695
Bacteroides_uniformis,China,SW,22,100,0.04261615611850128,0.018431179408169202
Bacteroides_uniformis,China,Sweden,22,100,0.027886134300039847,0.015841958524415896
Bacteroides_uniformis,China,UK,22,100,0.049309445657975244,0.019194871849353805
Bacteroides_uniformis,China,US,22,100,0.0321236052747181,0.020152885519130855
Bacteroides_uniformis,Denmark,Germany,22,100,0.000557168640963742,0.00782583656948944
Bacteroides_uniformis,Denmark,Israel,22,100,0.021543322520399286,0.013150153883207812
Bacteroides_uniformis,Denmark,Netherlands,22,100,-0.0052660914771730264,0.01102228642585887
Bacteroides_uniformis,Denmark,SW,22,100,0.04127950469161863,0.014387287150881917
Bacteroides_uniformis,Denmark,Sweden,22,100,-0.0029382063054373647,0.010165120831523258
Bacteroides_uniformis,Denmark,UK,22,100,0.025532299409719655,0.016942563167884596
Bacteroides_uniformis,Denmark,US,22,100,0.015258223858641508,0.014056489940769494
Bacteroides_uniformis,Germany,Israel,22,100,0.006510613298968109,0.008637514636703808
Bacteroides_uniformis,Germany,Netherlands,22,100,0.0007671046107997333,0.004025443148305983
Bacteroides_uniformis,Germany,SW,22,100,0.030031721178271,0.01025989710071959
Bacteroides_uniformis,Germany,Sweden,22,100,-0.004999124137784336,0.006113192604880839
Bacteroides_uniformis,Germany,UK,22,100,0.013069308719858931,0.014517760635756709
Bacteroides_uniformis,Germany,US,22,100,0.007745282053644494,0.010761976600558986
Bacteroides_uniformis,Israel,Netherlands,22,100,0.01243227757168875,0.008303816611145655
Bacteroides_uniformis,Israel,SW,22,100,0.01780811542596646,0.013500440363356493
Bacteroides_uniformis,Israel,Sweden,22,100,0.008697553069781169,0.009899909945620549
Bacteroides_uniformis,Israel,UK,22,100,0.024276340256884573,0.015692334262922273
Bacteroides_uniformis,Israel,US,22,100,0.01542351379557084,0.01452110960601648
Bacteroides_uniformis,Netherlands,SW,22,100,0.03281369695838781,0.006835897287895032
Bacteroides_uniformis,Netherlands,Sweden,22,100,0.0032073678505820124,0.007913895889755508
Bacteroides_uniformis,Netherlands,UK,22,100,0.027425513675377166,0.014693696764266082
Bacteroides_uniformis,Netherlands,US,22,100,0.009659488023724261,0.012119930574556965
Bacteroides_uniformis,SW,Sweden,22,100,0.01884215221327932,0.010600086970190409
Bacteroides_uniformis,SW,UK,22,100,0.023172976424037473,0.012100269514026523
Bacteroides_uniformis,SW,US,22,100,0.022426035206431424,0.01250310882954104
Bacteroides_uniformis,Sweden,UK,22,100,0.011855949325746063,0.013935451327127962
Bacteroides_uniformis,Sweden,US,22,100,0.006729310523833496,0.01058854059633221
Bacteroides_uniformis,UK,US,22,100,0.015426386737583508,0.015747206371045715
Barnesiella_intestinihominis,AG,China,25,100,0.01454389318346,0.010523032607428585
Barnesiella_intestinihominis,AG,Denmark,25,100,0.043207933656195074,0.02074682084489258
Barnesiella_intestinihominis,AG,Germany,25,100,0.07454114620783761,0.01563058157730426
Barnesiella_intestinihominis,AG,Israel,25,100,0.04882649388615592,0.0188352636461069
Barnesiella_intestinihominis,AG,SW,25,100,0.05563010432082212,0.01649527670645856
Barnesiella_intestinihominis,AG,Sweden,25,100,0.030354145504619835,0.017728284484606092
Barnesiella_intestinihominis,AG,UK,25,100,0.04607273383009625,0.020177085949626684
Barnesiella_intestinihominis,AG,US,25,100,0.06281540215193243,0.021294640701627225
Barnesiella_intestinihominis,China,Denmark,25,100,0.036827959378124005,0.022135032821647374
Barnesiella_intestinihominis,China,Germany,25,100,0.05207217812958506,0.01814559116232688
Barnesiella_intestinihominis,China,Israel,25,100,0.03864347624209361,0.01849863874001973
Barnesiella_intestinihominis,China,SW,25,100,0.05468545826718857,0.01847877920605843
Barnesiella_intestinihominis,China,Sweden,25,100,0.01937150097072629,0.015208939214891875
Barnesiella_intestinihominis,China,UK,25,100,0.03615502662320054,0.01988348675492364
Barnesiella_intestinihominis,China,US,25,100,0.05685990143036422,0.020355659938157706
Barnesiella_intestinihominis,Denmark,Germany,25,100,0.01586246573058074,0.01143565146940684
Barnesiella_intestinihominis,Denmark,Israel,25,100,0.01533382675123568,0.013510389512510398
Barnesiella_intestinihominis,Denmark,SW,25,100,0.031310024837209315,0.010261121439000523
Barnesiella_intestinihominis,Denmark,Sweden,25,100,0.002605760273002618,0.0110611690333429
Barnesiella_intestinihominis,Denmark,UK,25,100,0.014705856209037462,0.018473456000141743
Barnesiella_intestinihominis,Denmark,US,25,100,0.008169233577386626,0.011928617784706282
Barnesiella_intestinihominis,Germany,Israel,25,100,0.012890750428276688,0.010601581667847531
Barnesiella_intestinihominis,Germany,SW,25,100,0.019930499659952635,0.004957596682196384
Barnesiella_intestinihominis,Germany,Sweden,25,100,0.01228835395835276,0.009746260237913617
Barnesiella_intestinihominis,Germany,UK,25,100,0.010197988189522122,0.012249347871711445
Barnesiella_intestinihominis,Germany,US,25,100,0.0023879689625021907,0.010602733135833146
Barnesiella_intestinihominis,Israel,SW,25,100,0.017683501757333478,0.01105856331855275
Barnesiella_intestinihominis,Israel,Sweden,25,100,0.010997907816604756,0.011717494889858772
Barnesiella_intestinihominis,Israel,UK,25,100,0.013299680972180634,0.017373012555574836
Barnesiella_intestinihominis,Israel,US,25,100,0.009985665917174754,0.01259029263782687
Barnesiella_intestinihominis,SW,Sweden,25,100,0.027419942575375875,0.009055063801113539
Barnesiella_intestinihominis,SW,UK,25,100,0.00630709137615599,0.009203962021392221
Barnesiella_intestinihominis,SW,US,25,100,0.019458153402487716,0.011064681624368867
Barnesiella_intestinihominis,Sweden,UK,25,100,0.011732980031119927,0.013065409747559544
Barnesiella_intestinihominis,Sweden,US,25,100,0.01114177225130702,0.014729217783202606
Barnesiella_intestinihominis,UK,US,25,100,0.01053720562417756,0.015930381030944137
Bifidobacterium_adolescentis,AG,China,28,100,0.11815516297708316,0.008041631262104195
Bifidobacterium_adolescentis,AG,DM,28,100,0.007464684024209986,0.0033831849561413493
Bifidobacterium_adolescentis,AG,Israel,28,100,0.09052275384888007,0.005969428140088815
Bifidobacterium_adolescentis,AG,KY,28,100,0.07663888523872249,0.009060445944730405
Bifidobacterium_adolescentis,AG,Netherlands,28,100,0.07735829787671128,0.005098655430442243
Bifidobacterium_adolescentis,AG,SW,28,100,0.010742273736912783,0.0033125069131348184
Bifidobacterium_adolescentis,AG,US,28,100,0.06913469476082498,0.0034361578320562186
Bifidobacterium_adolescentis,China,DM,28,100,0.107212233527316,0.007144198012820983
Bifidobacterium_adolescentis,China,Israel,28,100,0.06852855764739017,0.006182763712519638
Bifidobacterium_adolescentis,China,KY,28,100,0.0958720332157609,0.006986720450397672
Bifidobacterium_adolescentis,China,Netherlands,28,100,0.06898137667497396,0.006498906352276532
Bifidobacterium_adolescentis,China,SW,28,100,0.09708123864923097,0.006935913436377944
Bifidobacterium_adolescentis,China,US,28,100,0.06378030914892464,0.005612393215409935
Bifidobacterium_adolescentis,DM,Israel,28,100,0.07919741827607092,0.004630125462351842
Bifidobacterium_adolescentis,DM,KY,28,100,0.06769768411535736,0.008091761048739028
Bifidobacterium_adolescentis,DM,Netherlands,28,100,0.06772026748305934,0.004329834484552282
Bifidobacterium_adolescentis,DM,SW,28,100,0.006917134861582813,0.0022974295883848935
Bifidobacterium_adolescentis,DM,US,28,100,0.05836928715842321,0.0020077538013671316
Bifidobacterium_adolescentis,Israel,KY,28,100,0.065281575819577,0.004479638913827708
Bifidobacterium_adolescentis,Israel,Netherlands,28,100,0.015729192923711225,0.0025907871213321607
Bifidobacterium_adolescentis,Israel,SW,28,100,0.06501527670822228,0.004303635757658083
Bifidobacterium_adolescentis,Israel,US,28,100,0.025221832039658637,0.0014620666469938948
Bifidobacterium_adolescentis,KY,Netherlands,28,100,0.06447636765659535,0.0050481233998627886
Bifidobacterium_adolescentis,KY,SW,28,100,0.06107152244490808,0.006887287064514034
Bifidobacterium_adolescentis,KY,US,28,100,0.05394813536998299,0.003865443228684221
Bifidobacterium_adolescentis,Netherlands,SW,28,100,0.05059626863766939,0.004181226902613391
Bifidobacterium_adolescentis,Netherlands,US,28,100,0.018410100751966238,0.0018690838613231785
Bifidobacterium_adolescentis,SW,US,28,100,0.04461952605092173,0.0026317783570334367
Blautia_A_wexlerae,AG,China,22,100,0.04026308368393033,0.007166412930749129
Blautia_A_wexlerae,AG,KY,22,100,0.0207441139208491,0.0021007885853283
Blautia_A_wexlerae,AG,Netherlands,22,100,0.050008651411604224,0.003556931470289683
Blautia_A_wexlerae,AG,SW,22,100,0.014562680688109628,0.004869511473887469
Blautia_A_wexlerae,AG,US,22,100,0.06897230189930557,0.002972110753759444
Blautia_A_wexlerae,China,KY,22,100,0.031003792211024048,0.005150060105934638
Blautia_A_wexlerae,China,Netherlands,22,100,0.08438977688352263,0.015506000397175293
Blautia_A_wexlerae,China,SW,22,100,0.05516965959618161,0.013407599921527019
Blautia_A_wexlerae,China,US,22,100,0.09138059010236853,0.015523028735140072
Blautia_A_wexlerae,KY,Netherlands,22,100,0.06024165808771126,0.0025401846953542182
Blautia_A_wexlerae,KY,SW,22,100,0.03639250867152554,0.0055275324410674195
Blautia_A_wexlerae,KY,US,22,100,0.07367963848575283,4.0295091141881245e-08
Blautia_A_wexlerae,Netherlands,SW,22,100,0.0218479429132015,0.004021186094235337
Blautia_A_wexlerae,Netherlands,US,22,100,0.01071560214090327,0.0013292051221691222
Blautia_A_wexlerae,SW,US,22,100,0.04115806178359189,0.005327984865115671
Butyrivibrio_A_crossotus,AG,BF,21,100,0.17462511566076824,0.02280576140356513
Butyrivibrio_A_crossotus,AG,DM,21,100,0.006993983959753922,0.009288884217396253
Butyrivibrio_A_crossotus,AG,Denmark,21,100,0.21931269943391732,0.042758720788652727
Butyrivibrio_A_crossotus,AG,Fiji,21,100,0.18562647862492562,0.027954026531834382
Butyrivibrio_A_crossotus,AG,GH,21,100,0.11315431187932455,0.018424797516606025
Butyrivibrio_A_crossotus,AG,Israel,21,100,0.27558198206599477,0.026313250741571276
Butyrivibrio_A_crossotus,AG,KY,21,100,0.11625361842343988,0.026949134501449628
Butyrivibrio_A_crossotus,AG,Kazakhstan,21,100,0.2993026775504098,0.02013838159607007
Butyrivibrio_A_crossotus,AG,SW,21,100,0.028118073081985443,0.013428333279246555
Butyrivibrio_A_crossotus,AG,US,21,100,0.21897896426837485,0.028885712420050016
Butyrivibrio_A_crossotus,BF,DM,21,100,0.18185067900418606,0.021984430959951142
Butyrivibrio_A_crossotus,BF,Denmark,21,100,0.23481059547161937,0.018686909062971293
Butyrivibrio_A_crossotus,BF,Fiji,21,100,0.17646388751479214,0.022069132324873682
Butyrivibrio_A_crossotus,BF,GH,21,100,0.0669135553495814,0.022623031225421267
Butyrivibrio_A_crossotus,BF,Israel,21,100,0.2580308540648627,0.01711040864764801
Butyrivibrio_A_crossotus,BF,KY,21,100,0.13033564687474933,0.01957634398818984
Butyrivibrio_A_crossotus,BF,Kazakhstan,21,100,0.2722050686108234,0.009670674828543242
Butyrivibrio_A_crossotus,BF,SW,21,100,0.18601838691501052,0.01853835860020676
Butyrivibrio_A_crossotus,BF,US,21,100,0.21841823280278022,0.016816716348129274
Butyrivibrio_A_crossotus,DM,Denmark,21,100,0.19611169701277106,0.04445124664350345
Butyrivibrio_A_crossotus,DM,Fiji,21,100,0.191235551560581,0.027203805918589886
Butyrivibrio_A_crossotus,DM,GH,21,100,0.12527658123767343,0.01645465633282035
Butyrivibrio_A_crossotus,DM,Israel,21,100,0.2503496874103431,0.03920517871878172
Butyrivibrio_A_crossotus,DM,KY,21,100,0.1044465314689323,0.0289074558821913
Butyrivibrio_A_crossotus,DM,Kazakhstan,21,100,0.2735915463776346,0.029575901751260212
Butyrivibrio_A_crossotus,DM,SW,21,100,0.005232041901669487,0.009836181473112864
Butyrivibrio_A_crossotus,DM,US,21,100,0.19557666299149296,0.03706081798237411
Butyrivibrio_A_crossotus,Denmark,Fiji,21,100,0.26559565796279666,0.03063205835869682
Butyrivibrio_A_crossotus,Denmark,GH,21,100,0.23894446810380665,0.02296130096865297
Butyrivibrio_A_crossotus,Denmark,Israel,21,100,0.03146319000290223,0.01968866453109053
Butyrivibrio_A_crossotus,Denmark,KY,21,100,0.09244042233314823,0.021638358405117478
Butyrivibrio_A_crossotus,Denmark,Kazakhstan,21,100,0.06340557525277252,0.01673431264788228
Butyrivibrio_A_crossotus,Denmark,SW,21,100,0.16617673095901866,0.0398110452777521
Butyrivibrio_A_crossotus,Denmark,US,21,100,0.023866675857454472,0.010792403043369508
Butyrivibrio_A_crossotus,Fiji,GH,21,100,0.14229849964577737,0.016020286878596076
Butyrivibrio_A_crossotus,Fiji,Israel,21,100,0.29566497538493874,0.030576323129017303
Butyrivibrio_A_crossotus,Fiji,KY,21,100,0.14749393328763757,0.023718351763870965
Butyrivibrio_A_crossotus,Fiji,Kazakhstan,21,100,0.31389249879290904,0.025316152829735324
Butyrivibrio_A_crossotus,Fiji,SW,21,100,0.19408624423086263,0.02486392713136184
Butyrivibrio_A_crossotus,Fiji,US,21,100,0.24609038018064036,0.02772329880620269
Butyrivibrio_A_crossotus,GH,Israel,21,100,0.27148765069930236,0.01771203473491231
Butyrivibrio_A_crossotus,GH,KY,21,100,0.10208036659419223,0.01962986651486313
Butyrivibrio_A_crossotus,GH,Kazakhstan,21,100,0.28946407229160287,0.004470494262178321
Butyrivibrio_A_crossotus,GH,SW,21,100,0.1408856986567233,0.012971608897140016
Butyrivibrio_A_crossotus,GH,US,21,100,0.2216011567560925,0.016117259076209887
Butyrivibrio_A_crossotus,Israel,KY,21,100,0.10831897849315615,0.025202545356158665
Butyrivibrio_A_crossotus,Israel,Kazakhstan,21,100,0.04234119327398371,0.005801605948844729
Butyrivibrio_A_crossotus,Israel,SW,21,100,0.22257684202912953,0.028931652728886682
Butyrivibrio_A_crossotus,Israel,US,21,100,0.02331058245490131,0.009818730583127303
Butyrivibrio_A_crossotus,KY,Kazakhstan,21,100,0.1296408098503836,0.020029663398005177
Butyrivibrio_A_crossotus,KY,SW,21,100,0.09994957623990987,0.021921400049655083
Butyrivibrio_A_crossotus,KY,US,21,100,0.07473466331150314,0.018457181055277
Butyrivibrio_A_crossotus,Kazakhstan,SW,21,100,0.24871694832947708,0.016643201901912215
Butyrivibrio_A_crossotus,Kazakhstan,US,21,100,0.054469566479099896,0.004203127659102813
Butyrivibrio_A_crossotus,SW,US,21,100,0.1675699680602334,0.02820451150626983
Butyrivibrio_A_sp000431815,AG,BF,20,100,0.36811498351122196,0.01962389256298264
Butyrivibrio_A_sp000431815,AG,DM,20,100,0.028088932059624074,0.011064066326505995
Butyrivibrio_A_sp000431815,AG,Denmark,20,100,0.3059726898083734,0.026809181088901877
Butyrivibrio_A_sp000431815,AG,Fiji,20,100,0.1579381212808924,0.015261775706943734
Butyrivibrio_A_sp000431815,BF,DM,20,100,0.3770200730274263,0.018776076290250163
Butyrivibrio_A_sp000431815,BF,Denmark,20,100,0.5008375744073598,0.016154780730545777
Butyrivibrio_A_sp000431815,BF,Fiji,20,100,0.3930541066632188,0.018355615892088673
Butyrivibrio_A_sp000431815,DM,Denmark,20,100,0.30030619353568944,0.002236119821716424
Butyrivibrio_A_sp000431815,DM,Fiji,20,100,0.15790717394675602,3.384276189690784e-08
Butyrivibrio_A_sp000431815,Denmark,Fiji,20,100,0.23264293897856425,0.002389212764377703
CAG-177_sp000431775,AG,BF,20,100,0.22208200752694193,0.04804643764656603
CAG-177_sp000431775,AG,DM,20,100,0.01571305652954953,0.009863276132322052
CAG-177_sp000431775,AG,GH,20,100,0.18391498553508498,0.015192829193482294
CAG-177_sp000431775,AG,KY,20,100,0.024394289617440647,0.009868664026752506
CAG-177_sp000431775,AG,SW,20,100,0.027154678778001443,0.015459115483088367
CAG-177_sp000431775,BF,DM,20,100,0.24635247077797134,0.04632930631734416
CAG-177_sp000431775,BF,GH,20,100,-0.00536506811807176,0.008051634849981275
CAG-177_sp000431775,BF,KY,20,100,0.22834064367588314,0.04641963533970602
CAG-177_sp000431775,BF,SW,20,100,0.24411920048632596,0.04459117005594066
CAG-177_sp000431775,DM,GH,20,100,0.2075195518807449,0.006043757414316872
CAG-177_sp000431775,DM,KY,20,100,0.026177153088913267,0.00898314904941314
CAG-177_sp000431775,DM,SW,20,100,0.029937263206925326,0.014714070344043578
CAG-177_sp000431775,GH,KY,20,100,0.1893441689419231,0.005373591664007639
CAG-177_sp000431775,GH,SW,20,100,0.20604526931218556,0.00552449326193619
CAG-177_sp000431775,KY,SW,20,100,0.03306536026711995,0.011399419891591133
CAG-177_sp003514385,AG,BF,25,100,0.09526566339911355,0.014081243646207234
CAG-177_sp003514385,AG,China,25,100,0.02877791325217099,0.010412788285590538
CAG-177_sp003514385,AG,DM,25,100,0.0027150964763184974,0.009434154458361285
CAG-177_sp003514385,AG,Denmark,25,100,0.02094760671652386,0.009008563292448996
CAG-177_sp003514385,AG,Fiji,25,100,0.06038141891359665,0.01035584076116931
CAG-177_sp003514385,AG,GH,25,100,0.05530601746630687,0.006550946764007633
CAG-177_sp003514385,AG,Israel,25,100,0.01771688309650553,0.011470223248482797
CAG-177_sp003514385,AG,KY,25,100,0.035077541678426895,0.014651948083076703
CAG-177_sp003514385,AG,Kazakhstan,25,100,0.03020669125289294,0.012349558979852774
CAG-177_sp003514385,AG,SW,25,100,0.015715312605328255,0.013437437768033982
CAG-177_sp003514385,AG,UK,25,100,0.021401361788886904,0.007027199614119739
CAG-177_sp003514385,AG,US,25,100,0.06399307711944838,0.012235778890209131
CAG-177_sp003514385,BF,China,25,100,0.09862497817095386,0.016036354132225653
CAG-177_sp003514385,BF,DM,25,100,0.08320870491465879,0.00939530108288559
CAG-177_sp003514385,BF,Denmark,25,100,0.08267127309688643,0.009570851648267225
CAG-177_sp003514385,BF,Fiji,25,100,0.12235174096080986,0.011194402982243175
CAG-177_sp003514385,BF,GH,25,100,0.027004720231278867,0.003850834136600185
CAG-177_sp003514385,BF,Israel,25,100,0.08490223962533718,0.01204120239459051
CAG-177_sp003514385,BF,KY,25,100,0.029868229633216337,0.009650285040833071
CAG-177_sp003514385,BF,Kazakhstan,25,100,0.07669295761024951,0.009040099169074
CAG-177_sp003514385,BF,SW,25,100,0.08844251974055371,0.013118488459602517
CAG-177_sp003514385,BF,UK,25,100,0.10162821484785388,0.011456786929909896
CAG-177_sp003514385,BF,US,25,100,0.13999695456053116,0.01342568295502343
CAG-177_sp003514385,China,DM,25,100,0.0328593355584314,0.014621803924707532
CAG-177_sp003514385,China,Denmark,25,100,0.02043657035482257,0.010872574997080279
CAG-177_sp003514385,China,Fiji,25,100,0.05095950380659,0.009452161576778638
CAG-177_sp003514385,China,GH,25,100,0.06599882505518453,0.008029607207831649
CAG-177_sp003514385,China,Israel,25,100,0.029471189363661877,0.012761162617730488
CAG-177_sp003514385,China,KY,25,100,0.05271841387169565,0.015115323070981165
CAG-177_sp003514385,China,Kazakhstan,25,100,0.03696863313068366,0.014365794759137723
CAG-177_sp003514385,China,SW,25,100,0.03262031477106512,0.014179396949417047
CAG-177_sp003514385,China,UK,25,100,0.021555702638477635,0.007806649432827418
CAG-177_sp003514385,China,US,25,100,0.06380366338213768,0.013673727296375998
CAG-177_sp003514385,DM,Denmark,25,100,0.013538993993664396,0.004474198731718036
CAG-177_sp003514385,DM,Fiji,25,100,0.06852821004887645,0.00827369958114341
CAG-177_sp003514385,DM,GH,25,100,0.05333813576905309,0.005162360653111727
CAG-177_sp003514385,DM,Israel,25,100,0.013638689803476043,0.006510958319626587
CAG-177_sp003514385,DM,KY,25,100,0.024888073914681577,0.011935677343892236
CAG-177_sp003514385,DM,Kazakhstan,25,100,0.013950098406703772,0.0064835855572051545
CAG-177_sp003514385,DM,SW,25,100,0.011892225173302483,0.010199593906643361
CAG-177_sp003514385,DM,UK,25,100,0.023420891357214237,0.00863071009287343
CAG-177_sp003514385,DM,US,25,100,0.06640601554773438,0.013377747656536291
CAG-177_sp003514385,Denmark,Fiji,25,100,0.06177418636605294,0.007848503102156262
CAG-177_sp003514385,Denmark,GH,25,100,0.05599377360941489,0.003039263255438379
CAG-177_sp003514385,Denmark,Israel,25,100,0.005798118003157173,0.005641878372227934
CAG-177_sp003514385,Denmark,KY,25,100,0.029769337949796363,0.010543697646952198
CAG-177_sp003514385,Denmark,Kazakhstan,25,100,0.007075408788696562,0.0056306041173053226
CAG-177_sp003514385,Denmark,SW,25,100,0.017779289799096435,0.008836605491515699
CAG-177_sp003514385,Denmark,UK,25,100,0.007059687183617123,0.007048368970338891
CAG-177_sp003514385,Denmark,US,25,100,0.05992655498508673,0.011911956087788946
CAG-177_sp003514385,Fiji,GH,25,100,0.08438206253067561,0.004664246444887836
CAG-177_sp003514385,Fiji,Israel,25,100,0.06330238407090327,0.010307020795221998
CAG-177_sp003514385,Fiji,KY,25,100,0.07921319512045308,0.010566353966089044
CAG-177_sp003514385,Fiji,Kazakhstan,25,100,0.07473423972376683,0.007458515944688433
CAG-177_sp003514385,Fiji,SW,25,100,0.07010258600486381,0.011924715511090722
CAG-177_sp003514385,Fiji,UK,25,100,0.06362812980262714,0.007279686783904631
CAG-177_sp003514385,Fiji,US,25,100,0.1122115678419898,0.012398165722459616
CAG-177_sp003514385,GH,Israel,25,100,0.05968374914048151,0.004375679029482875
CAG-177_sp003514385,GH,KY,25,100,0.017558295061297278,0.006139885766951297
CAG-177_sp003514385,GH,Kazakhstan,25,100,0.06480621361674474,5.0946300071696166e-08
CAG-177_sp003514385,GH,SW,25,100,0.06476357099924739,0.008933118376571323
CAG-177_sp003514385,GH,UK,25,100,0.06393426091184266,0.0043416243700870865
CAG-177_sp003514385,GH,US,25,100,0.10275465365776743,0.01002383415976953
CAG-177_sp003514385,Israel,KY,25,100,0.03377337287017667,0.011147172727398057
CAG-177_sp003514385,Israel,Kazakhstan,25,100,0.0070125421441005024,0.007963496379446199
CAG-177_sp003514385,Israel,SW,25,100,0.02288537971886464,0.009661966549101033
CAG-177_sp003514385,Israel,UK,25,100,0.014428419861892403,0.009888058630081359
CAG-177_sp003514385,Israel,US,25,100,0.061257281554860085,0.015500084135520713
CAG-177_sp003514385,KY,Kazakhstan,25,100,0.027726174516257415,0.010891949064864771
CAG-177_sp003514385,KY,SW,25,100,0.03480594407232522,0.012999259595261355
CAG-177_sp003514385,KY,UK,25,100,0.04909380764533923,0.012478168152112931
CAG-177_sp003514385,KY,US,25,100,0.08910261829197134,0.014125505127240853
CAG-177_sp003514385,Kazakhstan,SW,25,100,0.026327540933722048,0.009702274311289078
CAG-177_sp003514385,Kazakhstan,UK,25,100,0.030557810274399914,0.008240120094914136
CAG-177_sp003514385,Kazakhstan,US,25,100,0.07776504598614856,0.011759824390900783
CAG-177_sp003514385,SW,UK,25,100,0.027020045903775203,0.012000346388040466
CAG-177_sp003514385,SW,US,25,100,0.06580868145142668,0.016622496513498754
CAG-177_sp003514385,UK,US,25,100,0.04807651836360132,0.010124893208983226
CAG-177_sp003538135,AG,China,22,100,0.08804308378040904,0.01411774723292294
CAG-177_sp003538135,AG,DM,22,100,0.007664070625185909,0.009936112001308358
CAG-177_sp003538135,AG,Fiji,22,100,0.08283158934141475,0.010547786788435909
CAG-177_sp003538135,AG,KY,22,100,0.016566109921069508,0.009095764954466812
CAG-177_sp003538135,AG,SW,22,100,0.006318708415871687,0.011024666769623485
CAG-177_sp003538135,China,DM,22,100,0.08349737852836014,0.009939694235654712
CAG-177_sp003538135,China,Fiji,22,100,0.08694658838953673,0.008577159828750727
CAG-177_sp003538135,China,KY,22,100,0.07508501315518969,0.007198609352968371
CAG-177_sp003538135,China,SW,22,100,0.09141126997657699,0.010326015978526743
CAG-177_sp003538135,DM,Fiji,22,100,0.07546861933376137,0.0066728512453470374
CAG-177_sp003538135,DM,KY,22,100,0.016468687435009413,0.0041788780860052286
CAG-177_sp003538135,DM,SW,22,100,-0.002232661691642471,0.006758299105682271
CAG-177_sp003538135,Fiji,KY,22,100,0.07329762048419206,0.004730808825619351
CAG-177_sp003538135,Fiji,SW,22,100,0.08202572777081318,0.00670123649003596
CAG-177_sp003538135,KY,SW,22,100,0.01614562275301004,0.005279500877939278
CAG-217_sp000436335,AG,China,25,100,0.031899838719907675,0.007858291231951154
CAG-217_sp000436335,AG,DM,25,100,0.0034748116471940782,0.004826752150546688
CAG-217_sp000436335,AG,Israel,25,100,0.07123204158180581,0.01714169603726183
CAG-217_sp000436335,AG,KY,25,100,0.016641870851476233,0.004213883998377172
